country,crop,year,area_harvested_ha,production_tonnes,yield_hg_per_ha
India,"Meat, Poultry",2017,,3805859.95,
India,"Meat, Poultry",2018,,4103247.43,
India,"Meat, Poultry",2019,,4387713.35,
India,"Meat, Poultry",2020,,4516831.22,
India,"Meat, Poultry",2021,,4661942.74,
India,"Meat, Poultry",2022,,4823532.9,
India,"Meat, Poultry",2023,,5039425.78,
India,"Meat, Poultry",2024,,5063502.1,
India,"Meat, Total",2010,,6954652.05,
India,"Meat, Total",2011,,7486303.85,
India,"Meat, Total",2012,,7923446.15,
India,"Meat, Total",2013,,8529705.31,
India,"Meat, Total",2014,,9046844.04,
India,"Meat, Total",2015,,9441026.57,
India,"Meat, Total",2016,,9826874.88,
India,"Meat, Total",2017,,10323678.29,
India,"Meat, Total",2018,,10710214.08,
India,"Meat, Total",2019,,11207410.82,
India,"Meat, Total",2020,,10941153.02,
India,"Meat, Total",2021,,11643138.41,
India,"Meat, Total",2022,,12184196.6,
India,"Meat, Total",2023,,12817502.33,
India,"Meat, Total",2024,,13209091.22,
India,"Milk, Total",2010,,121857321.68,
India,"Milk, Total",2011,,127914070.92,
India,"Milk, Total",2012,,132440100.77,
India,"Milk, Total",2013,,137695104.2,
India,"Milk, Total",2014,,146322746.49,
India,"Milk, Total",2015,,155490924.37,
India,"Milk, Total",2016,,165126132.66,
India,"Milk, Total",2017,,176068938.17,
India,"Milk, Total",2018,,187757240.45,
India,"Milk, Total",2019,,198447060.35,
India,"Milk, Total",2020,,209966925.7,
India,"Milk, Total",2021,,222076560.0,
India,"Milk, Total",2022,,230585030.0,
India,"Milk, Total",2023,,239306917.23,
India,"Milk, Total",2024,,247843883.74,
India,Millet,2010,11482354.0,12693410.4,1105.5
India,Millet,2011,10805223.0,12656823.46,1171.4
India,Millet,2012,9567895.0,11529157.59,1205.0
India,Millet,2013,9686646.0,11662927.1,1204.0
India,Millet,2014,9115600.0,11631000.0,1275.9
India,Millet,2015,8916754.0,10279447.33,1152.8
India,Millet,2016,9093724.0,11556916.27,1270.9
India,Millet,2017,9221160.0,11633068.43,1261.6
India,Millet,2018,8449723.0,10235828.75,1211.4
India,Millet,2019,9005493.0,12488468.03,1386.8
India,Millet,2020,9255542.0,13208479.58,1427.1
India,Millet,2021,8488147.0,11849184.52,1396.0
India,Millet,2022,8763589.0,12424565.34,1417.7
India,Millet,2023,9060986.0,12864089.9,1419.7
India,Millet,2024,8816931.0,12620812.83,1431.4
India,Molasses,2010,,8400000.0,
India,Molasses,2011,,10970000.0,
India,Molasses,2012,,11800000.0,
India,Molasses,2013,,11744000.0,
India,Molasses,2014,,10882000.0,
India,Molasses,2015,,12482000.0,
India,Molasses,2016,,10873000.0,
India,Molasses,2017,,9026000.0,
India,Molasses,2018,,14063000.0,
India,Molasses,2019,,14100000.0,
India,Molasses,2020,,11125000.0,
India,Molasses,2021,,12325733.99,
India,Molasses,2022,,14352466.67,
India,Molasses,2023,,14399166.67,
India,Mushrooms and truffles,2010,,40600.0,
India,Mushrooms and truffles,2011,,40600.0,
India,Mushrooms and truffles,2012,,30000.0,
India,Mushrooms and truffles,2013,,17000.0,
India,Mushrooms and truffles,2014,,28000.0,
India,Mushrooms and truffles,2015,,51000.0,
India,Mushrooms and truffles,2016,,76000.0,
India,Mushrooms and truffles,2017,,102020.79,
India,Mushrooms and truffles,2018,,134000.0,
India,Mushrooms and truffles,2019,,182000.0,
India,Mushrooms and truffles,2020,,211000.0,
India,Mushrooms and truffles,2021,,243000.0,
India,Mushrooms and truffles,2022,,280000.0,
India,Mushrooms and truffles,2023,,315000.0,
India,Mushrooms and truffles,2024,,347450.0,
India,Natural honey,2010,,60000.0,
India,Natural honey,2011,,60000.0,
India,Natural honey,2012,,60000.0,
India,Natural honey,2013,,61000.0,
India,Natural honey,2014,,61961.34,
India,Natural honey,2015,,62598.92,
India,Natural honey,2016,,61853.42,
India,Natural honey,2017,,62809.97,
India,Natural honey,2018,,65266.5,
India,Natural honey,2019,,67961.49,
India,Natural honey,2020,,69438.41,
India,Natural honey,2021,,74000.0,
India,Natural honey,2022,,90000.0,
India,Natural honey,2023,,105000.0,
India,Natural honey,2024,,146000.0,
India,Natural rubber in primary forms,2010,477000.0,862000.0,1807.1
India,Natural rubber in primary forms,2011,440000.0,800000.0,1818.2
India,Natural rubber in primary forms,2012,442000.0,900000.0,2036.2
India,Natural rubber in primary forms,2013,450000.0,900000.0,2000.0
India,Natural rubber in primary forms,2014,455000.0,940000.0,2065.9
India,Natural rubber in primary forms,2015,455991.0,944504.26,2071.3
India,Natural rubber in primary forms,2016,457422.0,950600.4,2078.2
India,Natural rubber in primary forms,2017,340833.0,713000.0,2091.9
India,Natural rubber in primary forms,2018,312390.0,660000.0,2112.7
India,Natural rubber in primary forms,2019,327932.0,702000.0,2140.7
India,Natural rubber in primary forms,2020,316014.0,685000.0,2167.6
India,Natural rubber in primary forms,2021,337396.0,749000.0,2219.9
India,Natural rubber in primary forms,2022,377915.0,843000.0,2230.7
India,Natural rubber in primary forms,2023,376335.0,849000.0,2256.0
India,Natural rubber in primary forms,2024,383995.0,876000.0,2281.3
India,"Nutmeg, mace, cardamoms, raw",2010,86700.0,15700.0,181.1
India,"Nutmeg, mace, cardamoms, raw",2011,89006.0,15816.0,177.7
India,"Nutmeg, mace, cardamoms, raw",2012,92000.0,18070.0,196.4
India,"Nutmeg, mace, cardamoms, raw",2013,95930.0,16565.0,172.7
India,"Nutmeg, mace, cardamoms, raw",2014,93000.0,21000.0,225.8
India,"Nutmeg, mace, cardamoms, raw",2015,92000.0,22000.0,239.1
India,"Nutmeg, mace, cardamoms, raw",2016,107000.0,38000.0,355.1
India,"Nutmeg, mace, cardamoms, raw",2017,108000.0,43000.0,398.1
India,"Nutmeg, mace, cardamoms, raw",2018,108000.0,43000.0,398.1
India,"Nutmeg, mace, cardamoms, raw",2019,105000.0,38000.0,361.9
India,"Nutmeg, mace, cardamoms, raw",2020,109000.0,37000.0,339.4
India,"Nutmeg, mace, cardamoms, raw",2021,109000.0,50000.0,458.7
India,"Nutmeg, mace, cardamoms, raw",2022,109000.0,55000.0,504.6
India,"Nutmeg, mace, cardamoms, raw",2023,111000.0,54000.0,486.5
India,"Nutmeg, mace, cardamoms, raw",2024,108805.0,54031.0,496.6
India,Oil of linseed,2010,,44000.0,
India,Oil of linseed,2011,,46000.0,
India,Oil of linseed,2012,,45000.0,
India,Oil of linseed,2013,,41000.0,
India,Oil of linseed,2014,,47000.0,
India,Oil of linseed,2015,,32000.0,
India,Oil of linseed,2016,,39000.0,
India,Oil of linseed,2017,,44000.0,
India,Oil of linseed,2018,,40000.0,
India,Oil of linseed,2019,,28000.0,
India,Oil of linseed,2020,,28000.0,
India,Oil of linseed,2021,,32000.0,
India,Oil of linseed,2022,,42000.0,
India,Oil of linseed,2023,,29000.0,
India,Oil of maize,2010,,5796.79,
India,Oil of maize,2011,,5257.91,
India,Oil of maize,2012,,5405.02,
India,Oil of maize,2013,,5810.88,
India,Oil of maize,2014,,5378.08,
India,Oil of maize,2015,,6647.55,
India,Oil of maize,2016,,6435.67,
India,Oil of maize,2017,,6438.06,
India,Oil of maize,2018,,6829.49,
India,Oil of maize,2019,,6608.66,
India,Oil of maize,2020,,4660.65,
India,Oil of maize,2021,,4674.4,
India,Oil of maize,2022,,4686.52,
India,Oil of maize,2023,,6262.76,
India,Oil of sesame seed,2010,,277000.0,
India,Oil of sesame seed,2011,,251000.0,
India,Oil of sesame seed,2012,,212000.0,
India,Oil of sesame seed,2013,,221000.0,
India,Oil of sesame seed,2014,,257000.0,
India,Oil of sesame seed,2015,,265000.0,
India,Oil of sesame seed,2016,,245000.0,
India,Oil of sesame seed,2017,,234000.0,
India,Oil of sesame seed,2018,,236000.0,
India,Oil of sesame seed,2019,,234000.0,
India,Oil of sesame seed,2020,,255000.0,
India,Oil of sesame seed,2021,,246000.0,
India,Oil of sesame seed,2022,,250000.0,
India,Oil of sesame seed,2023,,264000.0,
India,Okra,2010,452000.0,4803000.0,10626.1
India,Okra,2011,498000.0,5784000.0,11614.5
India,Okra,2012,518000.0,6259000.0,12083.0
India,Okra,2013,530790.0,6350000.0,11963.3
India,Okra,2014,532660.0,6346370.0,11914.5
India,Okra,2015,504000.0,5709000.0,11327.4
India,Okra,2016,511000.0,5849000.0,11446.2
India,Okra,2017,507000.0,6003000.0,11840.2
India,Okra,2018,509000.0,6095000.0,11974.5
India,Okra,2019,513000.0,6176000.0,12039.0
India,Okra,2020,521000.0,6355000.0,12197.7
India,Okra,2021,531000.0,6466000.0,12177.0
India,Okra,2022,550000.0,6873000.0,12496.4
India,Okra,2023,549000.0,7158000.0,13038.3
India,Okra,2024,557001.0,7305410.0,13115.6
India,"Onions and shallots, dry (excluding dehydrated)",2010,1064000.0,15118000.0,14208.6
India,"Onions and shallots, dry (excluding dehydrated)",2011,1087230.0,17511090.0,16106.2
India,"Onions and shallots, dry (excluding dehydrated)",2012,1052000.0,16813000.0,15981.9
India,"Onions and shallots, dry (excluding dehydrated)",2013,1217000.0,19299000.0,15857.8
India,"Onions and shallots, dry (excluding dehydrated)",2014,1203570.0,19401680.0,16120.1
India,"Onions and shallots, dry (excluding dehydrated)",2015,1173000.0,18927000.0,16135.5
India,"Onions and shallots, dry (excluding dehydrated)",2016,1320000.0,20931000.0,15856.8
India,"Onions and shallots, dry (excluding dehydrated)",2017,1306000.0,22427000.0,17172.3
India,"Onions and shallots, dry (excluding dehydrated)",2018,1285000.0,23262000.0,18102.7
India,"Onions and shallots, dry (excluding dehydrated)",2019,1220000.0,22819000.0,18704.1
India,"Onions and shallots, dry (excluding dehydrated)",2020,1431000.0,26091000.0,18232.7
India,"Onions and shallots, dry (excluding dehydrated)",2021,1624000.0,26641000.0,16404.6
India,"Onions and shallots, dry (excluding dehydrated)",2022,1941000.0,31687000.0,16325.1
India,"Onions and shallots, dry (excluding dehydrated)",2023,1740000.0,30208000.0,17360.9
India,"Onions and shallots, dry (excluding dehydrated)",2024,1540642.0,24266712.0,15751.0
India,Oranges,2010,346300.0,3882400.0,11211.1
India,Oranges,2011,157000.0,1316000.0,8382.2
India,Oranges,2012,162000.0,1232000.0,7604.9
India,Oranges,2013,323000.0,3520000.0,10897.8
India,Oranges,2014,335000.0,3886000.0,11600.0
India,Oranges,2015,275000.0,4229000.0,15378.2
India,Oranges,2016,243762.0,3468137.0,14227.6
India,Oranges,2017,191232.0,3209401.0,16782.8
India,Oranges,2018,184617.0,3265833.72,17689.8
India,Oranges,2019,187076.0,3266171.0,17459.1
India,Oranges,2020,217429.0,4040126.25,18581.4
India,Oranges,2021,216528.0,3987913.0,18417.5
India,Oranges,2022,228000.0,3895000.0,17083.3
India,Oranges,2023,231000.0,3927000.0,17000.0
India,Oranges,2024,240170.0,3851837.0,16038.0
India,"Other beans, green",2010,106928.0,786495.87,7355.4
India,"Other beans, green",2011,100000.0,888000.0,8880.0
India,"Other beans, green",2012,118000.0,1151000.0,9754.2
India,"Other beans, green",2013,124000.0,1269000.0,10233.9
India,"Other beans, green",2014,138000.0,1370000.0,9927.5
India,"Other beans, green",2015,218000.0,2204000.0,10110.1
India,"Other beans, green",2016,232155.0,2334318.16,10055.0
India,"Other beans, green",2017,198008.0,2011899.55,10160.7
India,"Other beans, green",2018,227784.0,2276946.44,9996.1
India,"Other beans, green",2019,236367.0,2355606.4,9965.9
India,"Other beans, green",2020,239288.0,2269063.61,9482.6
India,"Other beans, green",2021,260950.0,2594676.22,9943.2
India,"Other beans, green",2022,299717.0,2725855.0,9094.8
India,"Other beans, green",2023,308819.0,2831175.0,9167.7
India,"Other beans, green",2024,310811.0,2897509.0,9322.4
India,Other berries and fruits of the genus vaccinium n.e.c.,2010,289.0,1929.39,6686.6
India,Other berries and fruits of the genus vaccinium n.e.c.,2011,292.0,1987.13,6800.0
India,Other berries and fruits of the genus vaccinium n.e.c.,2012,300.0,2044.87,6816.2
India,Other berries and fruits of the genus vaccinium n.e.c.,2013,300.0,2102.61,7008.7
India,Other berries and fruits of the genus vaccinium n.e.c.,2014,300.0,2129.44,7098.1
India,Other berries and fruits of the genus vaccinium n.e.c.,2015,306.0,2200.15,7192.4
India,Other berries and fruits of the genus vaccinium n.e.c.,2016,312.0,2144.06,6863.6
India,Other berries and fruits of the genus vaccinium n.e.c.,2017,316.0,2232.59,7057.0
India,Other berries and fruits of the genus vaccinium n.e.c.,2018,320.0,2295.31,7175.4
India,Other berries and fruits of the genus vaccinium n.e.c.,2019,325.0,2223.99,6844.4
India,Other berries and fruits of the genus vaccinium n.e.c.,2020,327.0,2288.69,6995.4
India,Other berries and fruits of the genus vaccinium n.e.c.,2021,324.0,2269.33,7004.1
India,Other berries and fruits of the genus vaccinium n.e.c.,2022,325.0,2260.67,6948.0
India,Other berries and fruits of the genus vaccinium n.e.c.,2023,326.0,2272.89,6982.5
India,Other berries and fruits of the genus vaccinium n.e.c.,2024,325.0,2267.63,6978.2
India,"Other citrus fruit, n.e.c.",2010,63000.0,781800.0,12409.5
India,"Other citrus fruit, n.e.c.",2011,47000.0,589000.0,12531.9
India,"Other citrus fruit, n.e.c.",2012,77000.0,967000.0,12558.4
India,"Other citrus fruit, n.e.c.",2013,68000.0,855000.0,12573.5
India,"Other citrus fruit, n.e.c.",2014,57000.0,745500.0,13078.9
India,"Other citrus fruit, n.e.c.",2015,60000.0,781500.0,13025.0
India,"Other citrus fruit, n.e.c.",2016,98948.0,1171500.0,11839.5
India,"Other citrus fruit, n.e.c.",2017,136000.0,1408000.0,10352.9
India,"Other citrus fruit, n.e.c.",2018,103000.0,1030000.0,10000.0
India,"Other citrus fruit, n.e.c.",2019,112000.0,1022000.0,9125.0
India,"Other citrus fruit, n.e.c.",2020,67000.0,408000.0,6089.6
India,"Other citrus fruit, n.e.c.",2021,77000.0,489000.0,6350.6
India,"Other citrus fruit, n.e.c.",2022,103000.0,782000.0,7592.2
India,"Other citrus fruit, n.e.c.",2023,97000.0,713000.0,7350.5
India,"Other citrus fruit, n.e.c.",2024,92579.0,789051.0,8523.0
India,"Other fruits, n.e.c.",2010,1244400.0,7860700.0,6316.9
India,"Other fruits, n.e.c.",2011,1054000.0,5524000.0,5241.0
India,"Other fruits, n.e.c.",2012,1117000.0,5727000.0,5127.1
India,"Other fruits, n.e.c.",2013,1159000.0,6687000.0,5769.6
India,"Other fruits, n.e.c.",2014,1272000.0,7896000.0,6207.5
India,"Other fruits, n.e.c.",2015,835000.0,8748000.0,10476.6
India,"Other fruits, n.e.c.",2016,806464.0,8197527.81,10164.8
India,"Other fruits, n.e.c.",2017,820848.0,8775120.48,10690.3
India,"Other fruits, n.e.c.",2018,861010.0,8722078.18,10130.1
India,"Other fruits, n.e.c.",2019,881310.0,8983499.66,10193.3
India,"Other fruits, n.e.c.",2020,942934.0,9756278.25,10346.7
India,"Other fruits, n.e.c.",2021,982463.0,10159074.01,10340.4
India,"Other fruits, n.e.c.",2022,988196.0,11413041.77,11549.4
India,"Other fruits, n.e.c.",2023,956611.0,11520515.89,12043.1
India,"Other fruits, n.e.c.",2024,1010650.0,11943809.98,11817.9
India,"Other meat of mammals, fresh or chilled",2010,,174090.92,
India,"Other meat of mammals, fresh or chilled",2011,,178000.0,
India,"Other meat of mammals, fresh or chilled",2012,,180000.0,
India,"Other meat of mammals, fresh or chilled",2013,,180000.0,
India,"Other meat of mammals, fresh or chilled",2014,,179673.28,
India,"Other meat of mammals, fresh or chilled",2015,,187402.76,
India,"Other meat of mammals, fresh or chilled",2016,,191448.07,
India,"Other meat of mammals, fresh or chilled",2017,,186823.75,
India,"Other meat of mammals, fresh or chilled",2018,,186606.65,
India,"Other meat of mammals, fresh or chilled",2019,,186857.47,
India,"Other meat of mammals, fresh or chilled",2020,,188742.3,
India,"Other meat of mammals, fresh or chilled",2021,,194415.67,
India,"Other meat of mammals, fresh or chilled",2022,,194493.7,
India,"Other meat of mammals, fresh or chilled",2023,,195896.55,
India,"Other meat of mammals, fresh or chilled",2024,,194189.76,
India,"Other oil seeds, n.e.c.",2010,388730.0,108000.0,277.8
India,"Other oil seeds, n.e.c.",2011,310000.0,98000.0,316.1
India,"Other oil seeds, n.e.c.",2012,315000.0,102000.0,323.8
India,"Other oil seeds, n.e.c.",2013,298740.0,98000.0,328.0
India,"Other oil seeds, n.e.c.",2014,234000.0,76000.0,324.8
India,"Other oil seeds, n.e.c.",2015,252000.0,74000.0,293.7
India,"Other oil seeds, n.e.c.",2016,281133.0,85000.0,302.3
India,"Other oil seeds, n.e.c.",2017,226417.0,70000.0,309.2
India,"Other oil seeds, n.e.c.",2018,202686.0,63000.0,310.8
India,"Other oil seeds, n.e.c.",2019,134877.0,42000.0,311.4
India,"Other oil seeds, n.e.c.",2020,131578.0,41000.0,311.6
India,"Other oil seeds, n.e.c.",2021,134569.0,42000.0,312.1
India,"Other oil seeds, n.e.c.",2022,108712.0,34000.0,312.8
India,"Other oil seeds, n.e.c.",2023,92540.0,29000.0,313.4
India,"Other oil seeds, n.e.c.",2024,85986.0,27000.0,314.0
India,"Other stimulant, spice and aromatic crops, n.e.c.",2010,725600.0,1474900.0,2032.7
India,"Other stimulant, spice and aromatic crops, n.e.c.",2011,776516.0,1699790.0,2189.0
India,"Other stimulant, spice and aromatic crops, n.e.c.",2012,740990.0,1496990.0,2020.3
India,"Other stimulant, spice and aromatic crops, n.e.c.",2013,740337.0,1500488.0,2026.8
India,"Other stimulant, spice and aromatic crops, n.e.c.",2014,680000.0,1504000.0,2211.8
India,"Other stimulant, spice and aromatic crops, n.e.c.",2015,737000.0,1292000.0,1753.1
India,"Other stimulant, spice and aromatic crops, n.e.c.",2016,768000.0,1528000.0,1989.6
India,"Other stimulant, spice and aromatic crops, n.e.c.",2017,526000.0,1592000.0,3026.6
India,"Other stimulant, spice and aromatic crops, n.e.c.",2018,836000.0,1364000.0,1631.6
India,"Other stimulant, spice and aromatic crops, n.e.c.",2019,824000.0,1434000.0,1740.3
India,"Other stimulant, spice and aromatic crops, n.e.c.",2020,742790.0,1463333.33,1970.1
India,"Other stimulant, spice and aromatic crops, n.e.c.",2021,709950.0,1420444.44,2000.8
India,"Other stimulant, spice and aromatic crops, n.e.c.",2022,722150.0,1439259.26,1993.0
India,"Other stimulant, spice and aromatic crops, n.e.c.",2023,728372.0,1441012.35,1978.4
India,"Other stimulant, spice and aromatic crops, n.e.c.",2024,712459.0,1433572.02,2012.1
India,Other stone fruits,2010,566.0,1918.67,3392.4
India,Other stone fruits,2011,573.0,1975.43,3446.0
India,Other stone fruits,2012,575.0,2033.66,3536.8
India,Other stone fruits,2013,575.0,2089.95,3634.7
India,Other stone fruits,2014,600.0,2230.25,3717.1
India,Other stone fruits,2015,591.0,2246.85,3799.1
India,Other stone fruits,2016,589.0,2289.63,3885.2
India,Other stone fruits,2017,590.0,2344.88,3972.2
India,Other stone fruits,2018,593.0,2406.1,4058.4
India,Other stone fruits,2019,595.0,2346.87,3941.2
India,Other stone fruits,2020,601.0,2438.53,4056.9
India,Other stone fruits,2021,597.0,2397.17,4016.0
India,Other stone fruits,2022,599.0,2394.19,3994.5
India,Other stone fruits,2023,601.0,2409.96,4010.5
India,Other stone fruits,2024,602.0,2400.44,3985.0
India,"Other tropical fruits, n.e.c.",2010,233300.0,1830100.0,7844.4
India,"Other tropical fruits, n.e.c.",2011,238000.0,1921000.0,8071.4
India,"Other tropical fruits, n.e.c.",2012,243000.0,1964000.0,8082.3
India,"Other tropical fruits, n.e.c.",2013,247000.0,2075000.0,8400.8
India,"Other tropical fruits, n.e.c.",2014,261000.0,2329000.0,8923.4
India,"Other tropical fruits, n.e.c.",2015,191000.0,1867000.0,9774.9
India,"Other tropical fruits, n.e.c.",2016,196735.0,1852529.15,9416.3
India,"Other tropical fruits, n.e.c.",2017,191841.0,1803783.0,9402.5
India,"Other tropical fruits, n.e.c.",2018,189627.0,1862333.55,9821.0
India,"Other tropical fruits, n.e.c.",2019,184397.0,1780395.01,9655.2
India,"Other tropical fruits, n.e.c.",2020,180598.0,1631851.17,9035.8
India,"Other tropical fruits, n.e.c.",2021,176536.0,1542124.18,8735.4
India,"Other tropical fruits, n.e.c.",2022,171000.0,1464000.0,8561.4
India,"Other tropical fruits, n.e.c.",2023,169000.0,1621000.0,9591.7
India,"Other tropical fruits, n.e.c.",2024,177000.0,1678000.0,9480.2
India,"Other vegetables, fresh n.e.c.",2010,2291500.0,31164100.0,13599.9
India,"Other vegetables, fresh n.e.c.",2011,1629000.0,20404000.0,12525.5
India,"Other vegetables, fresh n.e.c.",2012,1821000.0,21773000.0,11956.6
India,"Other vegetables, fresh n.e.c.",2013,1921000.0,23946000.0,12465.4
India,"Other vegetables, fresh n.e.c.",2014,1747000.0,21593000.0,12360.0
India,"Other vegetables, fresh n.e.c.",2015,1822000.0,27360000.0,15016.5
India,"Other vegetables, fresh n.e.c.",2016,1824526.0,25550696.87,14004.0
India,"Other vegetables, fresh n.e.c.",2017,1761163.0,24454628.99,13885.5
India,"Other vegetables, fresh n.e.c.",2018,1788427.0,25381190.46,14191.9
India,"Other vegetables, fresh n.e.c.",2019,1641290.0,24260993.74,14781.7
India,"Other vegetables, fresh n.e.c.",2020,1659420.0,24128587.74,14540.4
India,"Other vegetables, fresh n.e.c.",2021,1724068.0,24813098.06,14392.2
India,"Other vegetables, fresh n.e.c.",2022,1812000.0,26954000.0,14875.3
India,"Other vegetables, fresh n.e.c.",2023,1807000.0,26875000.0,14872.7
India,"Other vegetables, fresh n.e.c.",2024,1770985.0,26077397.0,14724.8
India,Papayas,2010,106000.0,4196000.0,39584.9
India,Papayas,2011,117400.0,4457100.0,37965.1
India,Papayas,2012,132000.0,5382000.0,40772.7
India,Papayas,2013,135000.0,5544000.0,41066.7
India,Papayas,2014,133360.0,5639300.0,42286.3
India,Papayas,2015,115000.0,4913000.0,42721.7
India,Papayas,2016,132000.0,5667000.0,42931.8
India,Papayas,2017,134000.0,5940000.0,44328.4
India,Papayas,2018,138000.0,5989000.0,43398.6
India,Papayas,2019,149000.0,6050000.0,40604.0
India,Papayas,2020,142000.0,5780000.0,40704.2
India,Papayas,2021,146000.0,5540000.0,37945.2
India,Papayas,2022,150000.0,5341000.0,35606.7
India,Papayas,2023,148000.0,5240000.0,35405.4
India,Papayas,2024,148977.0,5292173.0,35523.4
India,Peaches and nectarines,2010,19525.0,98942.11,5067.5
India,Peaches and nectarines,2011,18000.0,92000.0,5111.1
India,Peaches and nectarines,2012,20000.0,91000.0,4550.0
India,Peaches and nectarines,2013,19000.0,98000.0,5157.9
India,Peaches and nectarines,2014,18000.0,94000.0,5222.2
India,Peaches and nectarines,2015,19000.0,97000.0,5105.3
India,Peaches and nectarines,2016,17553.0,107205.5,6107.5
India,Peaches and nectarines,2017,18381.0,106468.0,5792.3
India,Peaches and nectarines,2018,18538.0,113738.68,6135.4
India,Peaches and nectarines,2019,18798.0,117579.52,6255.0
India,Peaches and nectarines,2020,18578.0,119033.82,6407.2
India,Peaches and nectarines,2021,18338.0,111230.36,6065.7
India,Peaches and nectarines,2022,19168.0,121243.0,6325.3
India,Peaches and nectarines,2023,16488.0,101705.0,6168.4
India,Peaches and nectarines,2024,16686.0,108719.0,6515.6
India,Pears,2010,44713.0,336000.0,7514.5
India,Pears,2011,44598.0,335000.0,7511.5
India,Pears,2012,45285.0,340000.0,7508.0
India,Pears,2013,43296.0,325000.0,7506.5
India,Pears,2014,42280.0,316700.0,7490.5
India,Pears,2015,42000.0,303000.0,7214.3
India,Pears,2016,40000.0,323000.0,8075.0
India,Pears,2017,44000.0,346000.0,7863.6
India,Pears,2018,44000.0,318000.0,7227.3
India,Pears,2019,42000.0,300000.0,7142.9
India,Pears,2020,43000.0,290000.0,6744.2
India,Pears,2021,42000.0,276000.0,6571.4
India,Pears,2022,44000.0,309000.0,7022.7
India,Pears,2023,35000.0,271000.0,7742.9
India,Pears,2024,35023.0,274315.0,7832.4
India,"Peas, dry",2010,764400.0,674700.0,882.7
India,"Peas, dry",2011,727200.0,593200.0,815.7
India,"Peas, dry",2012,756000.0,706000.0,933.9
India,"Peas, dry",2013,767000.0,843000.0,1099.1
India,"Peas, dry",2014,963000.0,925000.0,960.5
India,"Peas, dry",2015,975000.0,889000.0,911.8
India,"Peas, dry",2016,903000.0,742000.0,821.7
India,"Peas, dry",2017,1058880.0,1011190.0,955.0
India,"Peas, dry",2018,825210.0,993250.0,1203.6
India,"Peas, dry",2019,606720.0,811810.0,1338.0
India,"Peas, dry",2020,597297.0,860160.0,1440.1
India,"Peas, dry",2021,637566.0,876542.0,1374.8
India,"Peas, dry",2022,761959.0,1004402.0,1318.2
India,"Peas, dry",2023,838961.0,1134336.56,1352.1
India,"Peas, dry",2024,771985.0,1066557.47,1381.6
India,"Peas, green",2010,364900.0,3029400.0,8302.0
India,"Peas, green",2011,370000.0,3517000.0,9505.4
India,"Peas, green",2012,408200.0,3744800.0,9173.9
India,"Peas, green",2013,420900.0,4006200.0,9518.2
India,"Peas, green",2014,433560.0,3868630.0,8922.9
India,"Peas, green",2015,476000.0,4652000.0,9773.1
India,"Peas, green",2016,498000.0,4811000.0,9660.6
India,"Peas, green",2017,530000.0,5345000.0,10084.9
India,"Peas, green",2018,540000.0,5422000.0,10040.7
India,"Peas, green",2019,552000.0,5562000.0,10076.1
India,"Peas, green",2020,568000.0,5848000.0,10295.8
India,"Peas, green",2021,567000.0,5846000.0,10310.4
India,"Peas, green",2022,590000.0,6182000.0,10478.0
India,"Peas, green",2023,609000.0,6592000.0,10824.3
India,"Peas, green",2024,611389.0,6670595.0,10910.6
India,"Pepper (Piper spp.), raw",2010,195920.0,51020.0,260.4
India,"Pepper (Piper spp.), raw",2011,184000.0,52000.0,282.6
India,"Pepper (Piper spp.), raw",2012,200000.0,41000.0,205.0
India,"Pepper (Piper spp.), raw",2013,125000.0,53000.0,424.0
India,"Pepper (Piper spp.), raw",2014,124000.0,51000.0,411.3
India,"Pepper (Piper spp.), raw",2015,129000.0,65000.0,503.9
India,"Pepper (Piper spp.), raw",2016,129000.0,55000.0,426.4
India,"Pepper (Piper spp.), raw",2017,132000.0,72000.0,545.5
India,"Pepper (Piper spp.), raw",2018,134000.0,66000.0,492.5
India,"Pepper (Piper spp.), raw",2019,245000.0,137000.0,559.2
India,"Pepper (Piper spp.), raw",2020,259000.0,104000.0,401.5
India,"Pepper (Piper spp.), raw",2021,309000.0,141000.0,456.3
India,"Pepper (Piper spp.), raw",2022,284000.0,95000.0,334.5
India,"Pepper (Piper spp.), raw",2023,299000.0,117000.0,391.3
India,"Pepper (Piper spp.), raw",2024,312902.0,126038.0,402.8
India,"Pig fat, rendered",2010,,20058.44,
India,"Pig fat, rendered",2011,,19726.02,
India,"Pig fat, rendered",2012,,19333.43,
India,"Pig fat, rendered",2013,,19137.77,
India,"Pig fat, rendered",2014,,19000.0,
India,"Pig fat, rendered",2015,,19547.76,
India,"Pig fat, rendered",2016,,19832.04,
India,"Pig fat, rendered",2017,,20606.28,
India,"Pig fat, rendered",2018,,20269.95,
India,"Pig fat, rendered",2019,,19399.49,
India,"Pig fat, rendered",2020,,17715.35,
India,"Pig fat, rendered",2021,,17637.77,
India,"Pig fat, rendered",2022,,20370.36,
India,"Pig fat, rendered",2023,,20293.53,
India,"Pigeon peas, dry",2010,4366694.0,2861120.0,655.2
India,"Pigeon peas, dry",2011,4007369.0,2654051.0,662.3
India,"Pigeon peas, dry",2012,3892874.0,3022695.0,776.5
India,"Pigeon peas, dry",2013,3904438.0,3174399.0,813.0
India,"Pigeon peas, dry",2014,3853540.0,2807324.0,728.5
India,"Pigeon peas, dry",2015,3963348.0,2560960.5,646.2
India,"Pigeon peas, dry",2016,5337886.0,4873240.54,913.0
