country,latitude,longitude,soil_ph,organic_carbon,sand,silt,clay,nitrogen
India,27.25,79.25,6.6,1.0,45.0,31.0,24.0,1.0
India,27.25,79.75,6.6,1.0,45.0,31.0,24.0,1.0
India,27.25,80.25,6.6,1.0,45.0,31.0,24.0,1.0
India,27.25,80.75,6.6,1.0,45.0,31.0,24.0,1.15
India,27.25,81.25,6.6,1.0,45.0,31.0,24.0,1.19
India,27.25,81.75,6.6,1.0,45.0,31.0,24.0,0.92
India,27.25,82.25,6.6,1.0,45.0,31.0,24.0,0.95
India,27.25,82.75,6.6,1.0,45.0,31.0,24.0,1.0
India,27.25,83.25,6.6,1.0,45.0,31.0,24.0,1.0
India,27.25,83.75,6.6,1.0,45.0,31.0,24.0,1.1
India,27.25,84.25,5.1,2.61,44.0,28.0,28.0,1.0
India,27.25,88.25,5.1,1.37,43.0,33.0,24.0,2.0
India,27.25,88.75,5.1,1.37,43.0,33.0,24.0,2.0
India,27.25,92.25,5.1,0.83,59.0,19.0,22.0,2.09
India,27.25,92.75,5.1,0.83,59.0,19.0,22.0,2.09
India,27.25,93.25,5.1,0.83,59.0,19.0,22.0,2.1
India,27.25,93.75,6.6,1.0,45.0,31.0,24.0,2.11
India,27.25,94.25,6.6,1.0,45.0,31.0,24.0,1.7
India,27.25,94.75,5.1,0.83,59.0,19.0,22.0,0.0
India,27.25,95.25,5.3,0.94,55.0,19.0,26.0,1.6
India,27.25,95.75,5.1,0.83,59.0,19.0,22.0,2.16
India,27.75,70.25,5.9,0.2,88.0,6.0,6.0,0.2
India,27.75,71.25,6.4,0.4,89.0,6.0,5.0,0.2
India,27.75,71.75,5.9,0.2,88.0,6.0,6.0,0.2
India,27.75,72.25,5.9,0.2,88.0,6.0,6.0,0.3
India,27.75,72.75,5.9,0.2,88.0,6.0,6.0,0.34
India,27.75,73.25,5.9,0.2,88.0,6.0,6.0,0.36
India,27.75,73.75,5.9,0.2,88.0,6.0,6.0,0.33
India,27.75,74.25,5.9,0.2,88.0,6.0,6.0,0.36
India,27.75,74.75,5.9,0.2,88.0,6.0,6.0,0.4
India,27.75,75.25,5.9,0.2,88.0,6.0,6.0,0.54
India,27.75,75.75,6.4,0.4,89.0,6.0,5.0,0.69
India,27.75,76.25,8.0,0.39,56.0,27.0,17.0,0.95
India,27.75,76.75,8.0,0.39,56.0,27.0,17.0,0.78
India,27.75,77.25,6.2,0.77,58.0,22.0,20.0,0.69
India,27.75,77.75,6.2,0.77,58.0,22.0,20.0,0.7
India,27.75,78.25,6.2,0.77,58.0,22.0,20.0,0.8
India,27.75,78.75,6.2,0.77,58.0,22.0,20.0,0.8
India,27.75,79.25,6.2,0.77,58.0,22.0,20.0,1.0
India,27.75,79.75,6.6,1.0,45.0,31.0,24.0,1.15
India,27.75,80.25,6.6,1.0,45.0,31.0,24.0,1.2
India,27.75,80.75,6.6,1.0,45.0,31.0,24.0,1.03
India,27.75,81.25,6.6,1.0,45.0,31.0,24.0,1.0
India,27.75,81.75,6.6,1.0,45.0,31.0,24.0,0.94
India,27.75,82.25,6.6,1.0,45.0,31.0,24.0,1.04
India,27.75,88.25,,,,,,3.15
India,27.75,88.75,5.1,2.61,44.0,28.0,28.0,3.15
India,27.75,91.75,5.1,2.61,44.0,28.0,28.0,3.24
India,27.75,92.25,,,,,,3.24
India,27.75,92.75,5.1,0.83,59.0,19.0,22.0,2.29
India,27.75,93.25,5.1,0.83,59.0,19.0,22.0,2.7
India,27.75,93.75,5.1,0.83,59.0,19.0,22.0,2.1
India,27.75,94.25,5.1,0.83,59.0,19.0,22.0,2.19
India,27.75,94.75,5.1,0.83,59.0,19.0,22.0,1.67
India,27.75,95.25,5.1,0.83,59.0,19.0,22.0,1.6
India,27.75,95.75,5.1,0.83,59.0,19.0,22.0,2.2
India,27.75,96.25,5.3,0.94,55.0,19.0,26.0,1.9
India,27.75,96.75,7.6,1.41,43.0,30.0,27.0,2.5
India,28.25,72.25,5.9,0.2,88.0,6.0,6.0,0.29
India,28.25,72.75,5.9,0.2,88.0,6.0,6.0,0.4
India,28.25,73.25,5.9,0.2,88.0,6.0,6.0,0.4
India,28.25,73.75,5.9,0.2,88.0,6.0,6.0,0.39
India,28.25,74.25,5.9,0.2,88.0,6.0,6.0,0.4
India,28.25,74.75,5.9,0.2,88.0,6.0,6.0,0.51
India,28.25,75.25,5.9,0.2,88.0,6.0,6.0,0.59
India,28.25,75.75,5.9,0.2,88.0,6.0,6.0,0.6
India,28.25,76.25,5.9,0.2,88.0,6.0,6.0,0.6
India,28.25,76.75,8.0,0.39,56.0,27.0,17.0,0.6
India,28.25,77.25,6.2,0.77,58.0,22.0,20.0,0.7
India,28.25,77.75,6.2,0.77,58.0,22.0,20.0,0.0
India,28.25,78.25,6.2,0.77,58.0,22.0,20.0,0.8
India,28.25,78.75,6.2,0.77,58.0,22.0,20.0,0.82
India,28.25,79.25,6.6,1.0,45.0,31.0,24.0,0.9
India,28.25,79.75,6.6,1.0,45.0,31.0,24.0,1.02
India,28.25,80.25,6.6,1.0,45.0,31.0,24.0,1.0
India,28.25,80.75,6.6,1.0,45.0,31.0,24.0,1.08
India,28.25,93.25,5.1,2.61,44.0,28.0,28.0,3.65
India,28.25,93.75,5.1,0.83,59.0,19.0,22.0,2.5
India,28.25,94.25,5.1,0.83,59.0,19.0,22.0,2.69
India,28.25,94.75,5.1,0.83,59.0,19.0,22.0,2.6
India,28.25,95.25,5.1,0.83,59.0,19.0,22.0,2.7
India,28.25,95.75,5.3,0.94,55.0,19.0,26.0,1.8
India,28.25,96.25,7.6,1.41,43.0,30.0,27.0,2.2
India,28.25,96.75,7.6,1.41,43.0,30.0,27.0,3.01
India,28.25,97.25,7.6,1.41,43.0,30.0,27.0,3.35
India,28.75,72.75,5.9,0.2,88.0,6.0,6.0,0.29
India,28.75,73.25,5.9,0.2,88.0,6.0,6.0,0.36
India,28.75,73.75,5.9,0.2,88.0,6.0,6.0,0.43
India,28.75,74.25,5.9,0.2,88.0,6.0,6.0,0.4
India,28.75,74.75,5.9,0.2,88.0,6.0,6.0,0.43
India,28.75,75.25,5.9,0.2,88.0,6.0,6.0,0.49
India,28.75,75.75,5.9,0.2,88.0,6.0,6.0,0.6
India,28.75,76.25,8.0,0.39,56.0,27.0,17.0,0.62
India,28.75,76.75,8.0,0.39,56.0,27.0,17.0,0.62
India,28.75,77.25,6.2,0.77,58.0,22.0,20.0,0.69
India,28.75,77.75,6.2,0.77,58.0,22.0,20.0,0.8
India,28.75,78.25,6.2,0.77,58.0,22.0,20.0,0.93
India,28.75,78.75,6.6,1.0,45.0,31.0,24.0,0.9
India,28.75,79.25,6.6,1.0,45.0,31.0,24.0,0.9
India,28.75,79.75,6.6,1.0,45.0,31.0,24.0,1.0
India,28.75,94.25,5.1,0.83,59.0,19.0,22.0,3.44
India,28.75,94.75,5.1,0.83,59.0,19.0,22.0,3.2
India,28.75,95.25,5.1,0.83,59.0,19.0,22.0,2.3
India,28.75,95.75,7.6,1.41,43.0,30.0,27.0,3.75
India,28.75,96.25,7.6,1.41,43.0,30.0,27.0,4.2
India,29.25,73.25,8.0,0.39,56.0,27.0,17.0,0.52
India,29.25,73.75,5.9,0.2,88.0,6.0,6.0,0.6
India,29.25,74.25,5.9,0.2,88.0,6.0,6.0,0.45
India,29.25,74.75,8.0,0.39,56.0,27.0,17.0,0.42
India,29.25,75.25,8.0,0.39,56.0,27.0,17.0,0.6
India,29.25,75.75,8.0,0.39,56.0,27.0,17.0,0.6
India,29.25,76.25,8.0,0.39,56.0,27.0,17.0,0.6
India,29.25,76.75,7.8,0.6,41.0,31.0,28.0,0.62
India,29.25,77.25,6.2,0.77,58.0,22.0,20.0,0.71
India,29.25,77.75,6.2,0.77,58.0,22.0,20.0,0.8
India,29.25,78.25,6.6,1.0,45.0,31.0,24.0,0.8
India,29.25,78.75,5.2,1.04,59.0,24.0,17.0,1.0
India,29.25,79.25,6.6,1.0,45.0,31.0,24.0,0.9
India,29.25,79.75,5.1,1.37,43.0,33.0,24.0,1.28
India,29.25,80.25,5.1,1.37,43.0,33.0,24.0,1.3
India,29.25,95.75,7.6,1.41,43.0,30.0,27.0,3.12
India,29.75,73.75,5.9,0.2,88.0,6.0,6.0,0.6
India,29.75,74.25,8.0,0.39,56.0,27.0,17.0,0.72
India,29.75,74.75,8.0,0.39,56.0,27.0,17.0,0.6
India,29.75,75.25,8.0,0.39,56.0,27.0,17.0,0.63
India,29.75,75.75,8.0,0.39,56.0,27.0,17.0,0.69
India,29.75,76.25,7.8,0.6,41.0,31.0,28.0,0.7
India,29.75,76.75,7.8,0.6,41.0,31.0,28.0,0.7
India,29.75,77.25,6.2,0.77,58.0,22.0,20.0,0.7
India,29.75,77.75,8.1,0.6,43.0,38.0,19.0,0.82
India,29.75,78.25,8.1,0.6,43.0,38.0,19.0,0.88
India,29.75,78.75,5.1,1.37,43.0,33.0,24.0,1.42
India,29.75,79.25,5.1,1.37,43.0,33.0,24.0,2.16
India,29.75,79.75,5.1,1.37,43.0,33.0,24.0,2.7
India,29.75,80.25,5.1,1.37,43.0,33.0,24.0,2.4
India,30.25,74.25,8.0,0.39,56.0,27.0,17.0,0.6
India,30.25,74.75,8.0,0.39,56.0,27.0,17.0,0.69
India,30.25,75.25,8.0,0.39,56.0,27.0,17.0,0.69
India,30.25,75.75,7.8,0.6,41.0,31.0,28.0,0.6
India,30.25,76.25,7.8,0.6,41.0,31.0,28.0,0.6
India,30.25,76.75,6.2,0.77,58.0,22.0,20.0,0.74
India,30.25,77.25,8.1,0.6,43.0,38.0,19.0,0.9
India,30.25,77.75,8.1,0.6,43.0,38.0,19.0,0.92
India,30.25,78.25,5.1,1.37,43.0,33.0,24.0,1.5
India,30.25,78.75,5.1,1.37,43.0,33.0,24.0,2.15
India,30.25,79.25,5.1,1.37,43.0,33.0,24.0,3.18
India,30.25,79.75,,,,,,2.85
India,30.25,80.25,,,,,,3.88
India,30.25,80.75,5.1,2.61,44.0,28.0,28.0,3.42
India,30.75,74.25,8.1,0.6,43.0,38.0,19.0,0.6
India,30.75,74.75,8.0,0.39,56.0,27.0,17.0,0.6
India,30.75,75.25,7.8,0.6,41.0,31.0,28.0,0.68
India,30.75,75.75,7.8,0.6,41.0,31.0,28.0,0.6
India,30.75,76.25,6.2,0.77,58.0,22.0,20.0,0.8
India,30.75,76.75,6.2,0.77,58.0,22.0,20.0,0.82
India,30.75,77.25,6.6,1.0,45.0,31.0,24.0,1.0
India,30.75,77.75,5.1,1.37,43.0,33.0,24.0,2.05
India,30.75,78.25,5.1,1.37,43.0,33.0,24.0,2.7
India,30.75,78.75,5.1,2.61,44.0,28.0,28.0,2.66
India,30.75,79.25,5.1,2.61,44.0,28.0,28.0,3.05
India,30.75,79.75,,,,,,3.1
India,31.25,74.75,7.8,0.6,41.0,31.0,28.0,0.68
India,31.25,75.25,7.8,0.6,41.0,31.0,28.0,0.68
India,31.25,75.75,6.2,0.77,58.0,22.0,20.0,0.67
India,31.25,76.25,6.2,0.77,58.0,22.0,20.0,0.74
India,31.25,76.75,6.6,1.0,45.0,31.0,24.0,1.3
India,31.25,77.25,5.1,1.37,43.0,33.0,24.0,2.3
India,31.25,77.75,5.1,1.37,43.0,33.0,24.0,2.7
India,31.25,78.25,5.1,2.61,44.0,28.0,28.0,3.1
India,31.25,78.75,,,,,,0.0
India,31.25,79.25,,,,,,3.58
India,31.75,74.75,7.8,0.6,41.0,31.0,28.0,0.7
India,31.75,75.25,7.8,0.6,41.0,31.0,28.0,0.7
India,31.75,75.75,8.1,0.6,43.0,38.0,19.0,0.77
India,31.75,76.25,6.5,0.57,68.0,19.0,13.0,1.0
India,31.75,76.75,6.6,1.0,45.0,31.0,24.0,1.8
India,31.75,77.25,5.1,1.37,43.0,33.0,24.0,3.36
India,31.75,77.75,,,,,,3.5
India,31.75,78.25,,,,,,3.92
India,32.25,75.75,6.2,0.77,58.0,22.0,20.0,1.11
India,32.25,76.25,6.6,1.0,45.0,31.0,24.0,0.0
India,32.25,76.75,6.6,1.0,45.0,31.0,24.0,2.7
India,32.25,77.25,6.6,1.0,45.0,31.0,24.0,3.13
India,32.25,77.75,6.6,1.0,45.0,31.0,24.0,3.04
India,32.25,78.25,6.6,1.0,45.0,31.0,24.0,2.88
India,32.75,74.75,6.2,0.77,58.0,22.0,20.0,1.1
India,32.75,75.25,6.2,0.77,58.0,22.0,20.0,1.1
India,32.75,75.75,6.6,1.0,45.0,31.0,24.0,1.9
India,32.75,76.25,6.6,1.0,45.0,31.0,24.0,4.68
India,32.75,76.75,,,,,,5.44
India,32.75,77.25,6.6,1.0,45.0,31.0,24.0,3.0
India,32.75,77.75,6.6,1.0,45.0,31.0,24.0,2.49
India,32.75,78.25,6.6,1.0,45.0,31.0,24.0,1.65
India,32.75,78.75,7.6,1.41,43.0,30.0,27.0,0.92
India,32.75,79.25,7.6,1.41,43.0,30.0,27.0,0.92
India,33.25,74.25,6.6,1.0,45.0,31.0,24.0,1.78
India,33.25,74.75,6.6,1.0,45.0,31.0,24.0,1.78
India,33.25,75.25,6.6,1.0,45.0,31.0,24.0,3.4
India,33.25,75.75,6.6,1.0,45.0,31.0,24.0,3.28
India,33.25,76.25,7.6,1.41,43.0,30.0,27.0,3.65
India,33.25,76.75,,,,,,3.32
India,33.25,77.25,6.6,1.0,45.0,31.0,24.0,3.0
India,33.25,77.75,6.6,1.0,45.0,31.0,24.0,1.62
India,33.25,78.25,6.6,1.0,45.0,31.0,24.0,1.6
India,33.25,78.75,7.6,1.41,43.0,30.0,27.0,2.8
India,33.25,79.25,7.6,1.41,43.0,30.0,27.0,1.0
India,33.75,74.25,6.6,1.0,45.0,31.0,24.0,3.64
India,33.75,74.75,6.6,1.0,45.0,31.0,24.0,3.64
India,33.75,75.25,6.6,1.0,45.0,31.0,24.0,3.12
India,33.75,75.75,7.6,1.41,43.0,30.0,27.0,3.7
India,33.75,76.25,,,,,,3.95
India,33.75,76.75,5.1,0.83,59.0,19.0,22.0,0.0
India,33.75,77.25,6.6,1.0,45.0,31.0,24.0,1.35
India,33.75,77.75,6.6,1.0,45.0,31.0,24.0,1.06
India,33.75,78.25,6.6,1.0,45.0,31.0,24.0,1.0
India,33.75,78.75,7.6,1.41,43.0,30.0,27.0,1.85
India,34.25,74.25,6.6,1.0,45.0,31.0,24.0,3.45
India,34.25,74.75,6.6,1.0,45.0,31.0,24.0,3.8
India,34.25,75.25,6.6,1.0,45.0,31.0,24.0,2.74
India,34.25,75.75,,,,,,3.33
India,34.25,76.25,,,,,,0.0
India,34.25,76.75,5.1,0.83,59.0,19.0,22.0,1.71
India,34.25,77.25,6.6,1.0,45.0,31.0,24.0,1.88
India,34.25,77.75,6.6,1.0,45.0,31.0,24.0,0.9
India,34.25,78.25,7.6,1.41,43.0,30.0,27.0,1.7
India,34.25,78.75,,,,,,0.9
India,34.75,74.25,6.6,1.0,45.0,31.0,24.0,4.04
India,34.75,76.75,6.6,1.0,45.0,31.0,24.0,1.1
India,34.75,77.25,5.1,0.83,59.0,19.0,22.0,2.0
India,34.75,77.75,,,,,,1.33
India,35.25,77.75,,,,,,0.0
