country,crop,price_element,year,month,unit,price,flag,source,source_url
India,Apricots,Producer Price Index (2014-2016 = 100),2020,Annual value,,110.62,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Apricots,Producer Price Index (2014-2016 = 100),2021,Annual value,,134.95,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Apricots,Producer Price Index (2014-2016 = 100),2022,Annual value,,139.88,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Apricots,Producer Price Index (2014-2016 = 100),2023,Annual value,,143.7,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Apricots,Producer Price Index (2014-2016 = 100),2024,Annual value,,152.88,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Apricots,Producer Price Index (2014-2016 = 100),2025,Annual value,,162.07,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Areca nuts,Producer Price Index (2014-2016 = 100),2020,Annual value,,130.1,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Areca nuts,Producer Price Index (2014-2016 = 100),2021,Annual value,,142.19,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Areca nuts,Producer Price Index (2014-2016 = 100),2022,Annual value,,147.87,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Areca nuts,Producer Price Index (2014-2016 = 100),2023,Annual value,,148.96,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Areca nuts,Producer Price Index (2014-2016 = 100),2024,Annual value,,160.82,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Areca nuts,Producer Price Index (2014-2016 = 100),2025,Annual value,,169.64,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Bananas,Producer Price Index (2014-2016 = 100),2020,Annual value,,109.21,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Bananas,Producer Price Index (2014-2016 = 100),2021,Annual value,,127.8,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Bananas,Producer Price Index (2014-2016 = 100),2022,Annual value,,137.02,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Bananas,Producer Price Index (2014-2016 = 100),2023,Annual value,,139.86,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Bananas,Producer Price Index (2014-2016 = 100),2024,Annual value,,149.1,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Bananas,Producer Price Index (2014-2016 = 100),2025,Annual value,,158.34,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Barley,Producer Price Index (2014-2016 = 100),2020,Annual value,,120.23,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Barley,Producer Price Index (2014-2016 = 100),2021,Annual value,,133.83,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Barley,Producer Price Index (2014-2016 = 100),2022,Annual value,,140.45,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Barley,Producer Price Index (2014-2016 = 100),2023,Annual value,,142.9,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Barley,Producer Price Index (2014-2016 = 100),2024,Annual value,,154.8,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Barley,Producer Price Index (2014-2016 = 100),2025,Annual value,,163.99,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Beans, dry",Producer Price Index (2014-2016 = 100),2020,Annual value,,108.86,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Beans, dry",Producer Price Index (2014-2016 = 100),2021,Annual value,,128.72,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Beans, dry",Producer Price Index (2014-2016 = 100),2022,Annual value,,137.63,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Beans, dry",Producer Price Index (2014-2016 = 100),2023,Annual value,,140.61,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Beans, dry",Producer Price Index (2014-2016 = 100),2024,Annual value,,149.64,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Beans, dry",Producer Price Index (2014-2016 = 100),2025,Annual value,,158.66,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cabbages,Producer Price Index (2014-2016 = 100),2020,Annual value,,118.47,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cabbages,Producer Price Index (2014-2016 = 100),2021,Annual value,,126.44,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cabbages,Producer Price Index (2014-2016 = 100),2022,Annual value,,129.56,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cabbages,Producer Price Index (2014-2016 = 100),2023,Annual value,,128.22,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cabbages,Producer Price Index (2014-2016 = 100),2024,Annual value,,140.47,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cabbages,Producer Price Index (2014-2016 = 100),2025,Annual value,,148.44,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cantaloupes and other melons,Producer Price Index (2014-2016 = 100),2020,Annual value,,110.12,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cantaloupes and other melons,Producer Price Index (2014-2016 = 100),2021,Annual value,,145.08,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cantaloupes and other melons,Producer Price Index (2014-2016 = 100),2022,Annual value,,166.53,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cantaloupes and other melons,Producer Price Index (2014-2016 = 100),2023,Annual value,,177.09,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cantaloupes and other melons,Producer Price Index (2014-2016 = 100),2024,Annual value,,171.64,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cantaloupes and other melons,Producer Price Index (2014-2016 = 100),2025,Annual value,,166.18,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Carrots and turnips,Producer Price Index (2014-2016 = 100),2020,Annual value,,110.41,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Carrots and turnips,Producer Price Index (2014-2016 = 100),2021,Annual value,,117.0,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Carrots and turnips,Producer Price Index (2014-2016 = 100),2022,Annual value,,119.79,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Carrots and turnips,Producer Price Index (2014-2016 = 100),2023,Annual value,,119.67,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Carrots and turnips,Producer Price Index (2014-2016 = 100),2024,Annual value,,134.73,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Carrots and turnips,Producer Price Index (2014-2016 = 100),2025,Annual value,,139.49,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cashew nuts, in shell",Producer Price Index (2014-2016 = 100),2020,Annual value,,111.04,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cashew nuts, in shell",Producer Price Index (2014-2016 = 100),2021,Annual value,,124.68,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cashew nuts, in shell",Producer Price Index (2014-2016 = 100),2022,Annual value,,130.93,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cashew nuts, in shell",Producer Price Index (2014-2016 = 100),2023,Annual value,,132.62,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cashew nuts, in shell",Producer Price Index (2014-2016 = 100),2024,Annual value,,145.5,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cashew nuts, in shell",Producer Price Index (2014-2016 = 100),2025,Annual value,,155.13,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cassava, fresh",Producer Price Index (2014-2016 = 100),2020,Annual value,,115.78,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cassava, fresh",Producer Price Index (2014-2016 = 100),2021,Annual value,,130.77,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cassava, fresh",Producer Price Index (2014-2016 = 100),2022,Annual value,,132.13,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cassava, fresh",Producer Price Index (2014-2016 = 100),2023,Annual value,,134.52,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cassava, fresh",Producer Price Index (2014-2016 = 100),2024,Annual value,,146.5,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cassava, fresh",Producer Price Index (2014-2016 = 100),2025,Annual value,,155.14,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Castor oil seeds,Producer Price Index (2014-2016 = 100),2020,Annual value,,95.83,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Castor oil seeds,Producer Price Index (2014-2016 = 100),2021,Annual value,,116.74,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Castor oil seeds,Producer Price Index (2014-2016 = 100),2022,Annual value,,123.39,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Castor oil seeds,Producer Price Index (2014-2016 = 100),2023,Annual value,,125.54,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Castor oil seeds,Producer Price Index (2014-2016 = 100),2024,Annual value,,137.36,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Castor oil seeds,Producer Price Index (2014-2016 = 100),2025,Annual value,,149.18,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cauliflowers and broccoli,Producer Price Index (2014-2016 = 100),2020,Annual value,,117.56,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cauliflowers and broccoli,Producer Price Index (2014-2016 = 100),2021,Annual value,,126.17,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cauliflowers and broccoli,Producer Price Index (2014-2016 = 100),2022,Annual value,,129.61,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cauliflowers and broccoli,Producer Price Index (2014-2016 = 100),2023,Annual value,,127.74,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cauliflowers and broccoli,Producer Price Index (2014-2016 = 100),2024,Annual value,,139.94,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cauliflowers and broccoli,Producer Price Index (2014-2016 = 100),2025,Annual value,,148.55,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cherries,Producer Price Index (2014-2016 = 100),2020,Annual value,,110.62,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cherries,Producer Price Index (2014-2016 = 100),2021,Annual value,,132.31,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cherries,Producer Price Index (2014-2016 = 100),2022,Annual value,,139.12,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cherries,Producer Price Index (2014-2016 = 100),2023,Annual value,,143.07,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cherries,Producer Price Index (2014-2016 = 100),2024,Annual value,,152.53,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cherries,Producer Price Index (2014-2016 = 100),2025,Annual value,,162.0,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chick peas, dry",Producer Price Index (2014-2016 = 100),2020,Annual value,,124.4,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chick peas, dry",Producer Price Index (2014-2016 = 100),2021,Annual value,,143.67,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chick peas, dry",Producer Price Index (2014-2016 = 100),2022,Annual value,,145.23,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chick peas, dry",Producer Price Index (2014-2016 = 100),2023,Annual value,,142.03,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chick peas, dry",Producer Price Index (2014-2016 = 100),2024,Annual value,,155.39,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chick peas, dry",Producer Price Index (2014-2016 = 100),2025,Annual value,,168.76,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Producer Price Index (2014-2016 = 100),2020,Annual value,,128.2,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Producer Price Index (2014-2016 = 100),2021,Annual value,,135.83,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Producer Price Index (2014-2016 = 100),2022,Annual value,,139.25,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Producer Price Index (2014-2016 = 100),2023,Annual value,,141.03,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Producer Price Index (2014-2016 = 100),2024,Annual value,,153.38,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Producer Price Index (2014-2016 = 100),2025,Annual value,,160.5,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Producer Price Index (2014-2016 = 100),2020,Annual value,,119.85,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Producer Price Index (2014-2016 = 100),2021,Annual value,,126.69,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Producer Price Index (2014-2016 = 100),2022,Annual value,,129.59,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Producer Price Index (2014-2016 = 100),2023,Annual value,,129.54,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Producer Price Index (2014-2016 = 100),2024,Annual value,,142.02,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Producer Price Index (2014-2016 = 100),2025,Annual value,,147.91,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cocoa beans,Producer Price Index (2014-2016 = 100),2020,Annual value,,125.94,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cocoa beans,Producer Price Index (2014-2016 = 100),2021,Annual value,,136.59,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cocoa beans,Producer Price Index (2014-2016 = 100),2022,Annual value,,142.03,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cocoa beans,Producer Price Index (2014-2016 = 100),2023,Annual value,,145.98,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cocoa beans,Producer Price Index (2014-2016 = 100),2024,Annual value,,148.68,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cocoa beans,Producer Price Index (2014-2016 = 100),2025,Annual value,,151.39,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coconuts, in shell",Producer Price Index (2014-2016 = 100),2020,Annual value,,144.34,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coconuts, in shell",Producer Price Index (2014-2016 = 100),2021,Annual value,,141.5,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coconuts, in shell",Producer Price Index (2014-2016 = 100),2022,Annual value,,139.76,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coconuts, in shell",Producer Price Index (2014-2016 = 100),2023,Annual value,,139.62,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coconuts, in shell",Producer Price Index (2014-2016 = 100),2024,Annual value,,152.19,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coconuts, in shell",Producer Price Index (2014-2016 = 100),2025,Annual value,,164.75,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coffee, green",Producer Price Index (2014-2016 = 100),2020,Annual value,,122.53,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coffee, green",Producer Price Index (2014-2016 = 100),2021,Annual value,,136.56,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coffee, green",Producer Price Index (2014-2016 = 100),2022,Annual value,,144.13,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coffee, green",Producer Price Index (2014-2016 = 100),2023,Annual value,,145.5,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coffee, green",Producer Price Index (2014-2016 = 100),2024,Annual value,,157.16,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Coffee, green",Producer Price Index (2014-2016 = 100),2025,Annual value,,166.16,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cotton lint, ginned",Producer Price Index (2014-2016 = 100),2020,Annual value,,102.35,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cotton lint, ginned",Producer Price Index (2014-2016 = 100),2021,Annual value,,111.26,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cotton lint, ginned",Producer Price Index (2014-2016 = 100),2022,Annual value,,116.35,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cotton lint, ginned",Producer Price Index (2014-2016 = 100),2023,Annual value,,118.01,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cotton lint, ginned",Producer Price Index (2014-2016 = 100),2024,Annual value,,131.0,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Cotton lint, ginned",Producer Price Index (2014-2016 = 100),2025,Annual value,,139.72,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cotton seed,Producer Price Index (2014-2016 = 100),2020,Annual value,,115.05,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cotton seed,Producer Price Index (2014-2016 = 100),2021,Annual value,,122.12,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cotton seed,Producer Price Index (2014-2016 = 100),2022,Annual value,,124.85,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cotton seed,Producer Price Index (2014-2016 = 100),2023,Annual value,,124.01,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cotton seed,Producer Price Index (2014-2016 = 100),2024,Annual value,,136.14,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cotton seed,Producer Price Index (2014-2016 = 100),2025,Annual value,,142.74,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cucumbers and gherkins,Producer Price Index (2014-2016 = 100),2020,Annual value,,125.47,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cucumbers and gherkins,Producer Price Index (2014-2016 = 100),2021,Annual value,,138.36,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cucumbers and gherkins,Producer Price Index (2014-2016 = 100),2022,Annual value,,144.55,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cucumbers and gherkins,Producer Price Index (2014-2016 = 100),2023,Annual value,,145.58,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cucumbers and gherkins,Producer Price Index (2014-2016 = 100),2024,Annual value,,155.55,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Cucumbers and gherkins,Producer Price Index (2014-2016 = 100),2025,Annual value,,163.16,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Eggplants (aubergines),Producer Price Index (2014-2016 = 100),2020,Annual value,,123.35,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Eggplants (aubergines),Producer Price Index (2014-2016 = 100),2021,Annual value,,136.69,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Eggplants (aubergines),Producer Price Index (2014-2016 = 100),2022,Annual value,,143.15,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Eggplants (aubergines),Producer Price Index (2014-2016 = 100),2023,Annual value,,144.34,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Eggplants (aubergines),Producer Price Index (2014-2016 = 100),2024,Annual value,,153.35,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Eggplants (aubergines),Producer Price Index (2014-2016 = 100),2025,Annual value,,160.59,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Figs,Producer Price Index (2014-2016 = 100),2020,Annual value,,113.76,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Figs,Producer Price Index (2014-2016 = 100),2021,Annual value,,135.78,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Figs,Producer Price Index (2014-2016 = 100),2022,Annual value,,141.16,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Figs,Producer Price Index (2014-2016 = 100),2023,Annual value,,144.97,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Figs,Producer Price Index (2014-2016 = 100),2024,Annual value,,155.5,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Figs,Producer Price Index (2014-2016 = 100),2025,Annual value,,166.02,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Ginger, raw",Producer Price Index (2014-2016 = 100),2020,Annual value,,109.18,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Ginger, raw",Producer Price Index (2014-2016 = 100),2021,Annual value,,127.13,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Ginger, raw",Producer Price Index (2014-2016 = 100),2022,Annual value,,136.33,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Ginger, raw",Producer Price Index (2014-2016 = 100),2023,Annual value,,141.53,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Ginger, raw",Producer Price Index (2014-2016 = 100),2024,Annual value,,147.57,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Ginger, raw",Producer Price Index (2014-2016 = 100),2025,Annual value,,153.62,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Grapes,Producer Price Index (2014-2016 = 100),2020,Annual value,,108.15,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Grapes,Producer Price Index (2014-2016 = 100),2021,Annual value,,131.89,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Grapes,Producer Price Index (2014-2016 = 100),2022,Annual value,,138.4,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Grapes,Producer Price Index (2014-2016 = 100),2023,Annual value,,142.33,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Grapes,Producer Price Index (2014-2016 = 100),2024,Annual value,,150.99,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Grapes,Producer Price Index (2014-2016 = 100),2025,Annual value,,159.66,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Green garlic,Producer Price Index (2014-2016 = 100),2020,Annual value,,131.65,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Green garlic,Producer Price Index (2014-2016 = 100),2021,Annual value,,186.1,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Green garlic,Producer Price Index (2014-2016 = 100),2022,Annual value,,200.33,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Green garlic,Producer Price Index (2014-2016 = 100),2023,Annual value,,191.12,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Green garlic,Producer Price Index (2014-2016 = 100),2024,Annual value,,203.2,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,Green garlic,Producer Price Index (2014-2016 = 100),2025,Annual value,,215.29,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Groundnuts, excluding shelled",Producer Price Index (2014-2016 = 100),2020,Annual value,,108.95,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Groundnuts, excluding shelled",Producer Price Index (2014-2016 = 100),2021,Annual value,,123.16,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Groundnuts, excluding shelled",Producer Price Index (2014-2016 = 100),2022,Annual value,,126.55,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Groundnuts, excluding shelled",Producer Price Index (2014-2016 = 100),2023,Annual value,,122.27,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Groundnuts, excluding shelled",Producer Price Index (2014-2016 = 100),2024,Annual value,,140.58,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Groundnuts, excluding shelled",Producer Price Index (2014-2016 = 100),2025,Annual value,,152.65,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Hen eggs in shell, fresh",Producer Price Index (2014-2016 = 100),2020,Annual value,,112.82,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Hen eggs in shell, fresh",Producer Price Index (2014-2016 = 100),2021,Annual value,,130.38,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Hen eggs in shell, fresh",Producer Price Index (2014-2016 = 100),2022,Annual value,,139.9,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Hen eggs in shell, fresh",Producer Price Index (2014-2016 = 100),2023,Annual value,,142.9,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Hen eggs in shell, fresh",Producer Price Index (2014-2016 = 100),2024,Annual value,,152.22,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
India,"Hen eggs in shell, fresh",Producer Price Index (2014-2016 = 100),2025,Annual value,,161.53,E,FAOSTAT,https://www.fao.org/faostat/en/#data/PP
